model,location,target_end_date,target_variable,value,location_name,population
Observed Data (ECDC),GR,2022-01-29,inc hosp,3068,Greece,10760421
Observed Data (ECDC),GR,2022-02-05,inc hosp,3303,Greece,10760421
Observed Data (ECDC),GR,2022-02-12,inc hosp,2863,Greece,10760421
Observed Data (ECDC),GR,2022-02-19,inc hosp,2551,Greece,10760421
Observed Data (ECDC),GR,2022-02-26,inc hosp,2207,Greece,10760421
Observed Data (ECDC),GR,2022-03-05,inc hosp,2001,Greece,10760421
Observed Data (ECDC),GR,2022-03-12,inc hosp,2000,Greece,10760421
Observed Data (ECDC),GR,2022-03-19,inc hosp,2378,Greece,10760421
Observed Data (ECDC),GR,2022-03-26,inc hosp,2844,Greece,10760421
Observed Data (ECDC),GR,2022-04-02,inc hosp,3106,Greece,10760421
Observed Data (ECDC),GR,2022-04-09,inc hosp,2501,Greece,10760421
Observed Data (ECDC),GR,2022-04-16,inc hosp,1737,Greece,10760421
Observed Data (ECDC),GR,2022-04-23,inc hosp,1328,Greece,10760421
Observed Data (ECDC),GR,2022-04-30,inc hosp,1215,Greece,10760421
Observed Data (ECDC),GR,2022-05-07,inc hosp,926,Greece,10760421
Observed Data (ECDC),GR,2022-05-14,inc hosp,782,Greece,10760421
Observed Data (ECDC),GR,2022-05-21,inc hosp,684,Greece,10760421
Observed Data (ECDC),GR,2022-05-28,inc hosp,628,Greece,10760421
Observed Data (ECDC),GR,2022-06-04,inc hosp,605,Greece,10760421
Observed Data (ECDC),GR,2022-06-11,inc hosp,679,Greece,10760421
Observed Data (ECDC),GR,2022-06-18,inc hosp,953,Greece,10760421
Observed Data (ECDC),GR,2022-06-25,inc hosp,1372,Greece,10760421
Observed Data (ECDC),GR,2022-07-02,inc hosp,1977,Greece,10760421
Observed Data (ECDC),GR,2022-07-09,inc hosp,2311,Greece,10760421
Observed Data (ECDC),GR,2022-07-16,inc hosp,2623,Greece,10760421
Observed Data (ECDC),GR,2022-07-23,inc hosp,2826,Greece,10760421
Observed Data (ECDC),GR,2022-07-30,inc hosp,2590,Greece,10760421
Observed Data (ECDC),GR,2022-08-06,inc hosp,2371,Greece,10760421
Observed Data (ECDC),GR,2022-08-13,inc hosp,1973,Greece,10760421
Observed Data (ECDC),GR,2022-08-20,inc hosp,1543,Greece,10760421
Observed Data (ECDC),GR,2022-08-27,inc hosp,1197,Greece,10760421
Observed Data (ECDC),GR,2022-09-03,inc hosp,991,Greece,10760421
Observed Data (ECDC),GR,2022-09-10,inc hosp,798,Greece,10760421
Observed Data (ECDC),GR,2022-09-17,inc hosp,827,Greece,10760421
Observed Data (ECDC),GR,2022-09-24,inc hosp,826,Greece,10760421
Observed Data (ECDC),GR,2022-10-01,inc hosp,1082,Greece,10760421
Observed Data (ECDC),GR,2022-10-08,inc hosp,1116,Greece,10760421
Observed Data (ECDC),GR,2022-10-15,inc hosp,1365,Greece,10760421
Observed Data (ECDC),GR,2022-10-22,inc hosp,1304,Greece,10760421
Observed Data (ECDC),GR,2022-10-29,inc hosp,1335,Greece,10760421
Observed Data (ECDC),GR,2022-11-05,inc hosp,1472,Greece,10760421
Observed Data (ECDC),GR,2022-11-12,inc hosp,1302,Greece,10760421
Observed Data (ECDC),GR,2022-11-19,inc hosp,1370,Greece,10760421
Observed Data (ECDC),GR,2022-11-26,inc hosp,1297,Greece,10760421
Observed Data (ECDC),GR,2022-12-03,inc hosp,1200,Greece,10760421
Observed Data (ECDC),GR,2022-12-10,inc hosp,1445,Greece,10760421
Observed Data (ECDC),GR,2022-12-17,inc hosp,1359,Greece,10760421
Observed Data (ECDC),GR,2022-12-24,inc hosp,1260,Greece,10760421
Observed Data (ECDC),GR,2022-12-31,inc hosp,1531,Greece,10760421
Observed Data (ECDC),GR,2023-01-07,inc hosp,1644,Greece,10760421
Observed Data (ECDC),GR,2023-01-14,inc hosp,1761,Greece,10760421
Observed Data (ECDC),GR,2023-01-21,inc hosp,1547,Greece,10760421
Observed Data (ECDC),GR,2023-01-28,inc hosp,1121,Greece,10760421
Observed Data (ECDC),IE,2020-04-11,inc hosp,473,Ireland,4813608
Observed Data (ECDC),IE,2020-04-18,inc hosp,335,Ireland,4813608
Observed Data (ECDC),IE,2020-04-25,inc hosp,293,Ireland,4813608
Observed Data (ECDC),IE,2020-05-02,inc hosp,251,Ireland,4813608
Observed Data (ECDC),IE,2020-05-09,inc hosp,156,Ireland,4813608
Observed Data (ECDC),IE,2020-05-16,inc hosp,105,Ireland,4813608
Observed Data (ECDC),IE,2020-05-23,inc hosp,93,Ireland,4813608
Observed Data (ECDC),IE,2020-05-30,inc hosp,56,Ireland,4813608
Observed Data (ECDC),IE,2020-06-06,inc hosp,24,Ireland,4813608
Observed Data (ECDC),IE,2020-06-13,inc hosp,29,Ireland,4813608
Observed Data (ECDC),IE,2020-06-20,inc hosp,12,Ireland,4813608
Observed Data (ECDC),IE,2020-06-27,inc hosp,12,Ireland,4813608
Observed Data (ECDC),IE,2020-07-04,inc hosp,9,Ireland,4813608
Observed Data (ECDC),IE,2020-07-11,inc hosp,4,Ireland,4813608
Observed Data (ECDC),IE,2020-07-18,inc hosp,7,Ireland,4813608
Observed Data (ECDC),IE,2020-07-25,inc hosp,13,Ireland,4813608
Observed Data (ECDC),IE,2020-08-01,inc hosp,8,Ireland,4813608
Observed Data (ECDC),IE,2020-08-08,inc hosp,12,Ireland,4813608
Observed Data (ECDC),IE,2020-08-15,inc hosp,16,Ireland,4813608
Observed Data (ECDC),IE,2020-08-22,inc hosp,10,Ireland,4813608
Observed Data (ECDC),IE,2020-08-29,inc hosp,30,Ireland,4813608
Observed Data (ECDC),IE,2020-09-05,inc hosp,31,Ireland,4813608
Observed Data (ECDC),IE,2020-09-12,inc hosp,34,Ireland,4813608
Observed Data (ECDC),IE,2020-09-19,inc hosp,53,Ireland,4813608
Observed Data (ECDC),IE,2020-09-26,inc hosp,54,Ireland,4813608
Observed Data (ECDC),IE,2020-10-03,inc hosp,82,Ireland,4813608
Observed Data (ECDC),IE,2020-10-10,inc hosp,125,Ireland,4813608
Observed Data (ECDC),IE,2020-10-17,inc hosp,115,Ireland,4813608
Observed Data (ECDC),IE,2020-10-24,inc hosp,172,Ireland,4813608
Observed Data (ECDC),IE,2020-10-31,inc hosp,119,Ireland,4813608
Observed Data (ECDC),IE,2020-11-07,inc hosp,136,Ireland,4813608
Observed Data (ECDC),IE,2020-11-14,inc hosp,142,Ireland,4813608
Observed Data (ECDC),IE,2020-11-21,inc hosp,134,Ireland,4813608
Observed Data (ECDC),IE,2020-11-28,inc hosp,109,Ireland,4813608
Observed Data (ECDC),IE,2020-12-05,inc hosp,98,Ireland,4813608
Observed Data (ECDC),IE,2020-12-12,inc hosp,78,Ireland,4813608
Observed Data (ECDC),IE,2020-12-19,inc hosp,123,Ireland,4813608
Observed Data (ECDC),IE,2020-12-26,inc hosp,178,Ireland,4813608
Observed Data (ECDC),IE,2021-01-02,inc hosp,459,Ireland,4813608
Observed Data (ECDC),IE,2021-01-09,inc hosp,830,Ireland,4813608
Observed Data (ECDC),IE,2021-01-16,inc hosp,1033,Ireland,4813608
Observed Data (ECDC),IE,2021-01-23,inc hosp,694,Ireland,4813608
Observed Data (ECDC),IE,2021-01-30,inc hosp,530,Ireland,4813608
Observed Data (ECDC),IE,2021-02-06,inc hosp,399,Ireland,4813608
Observed Data (ECDC),IE,2021-02-13,inc hosp,296,Ireland,4813608
Observed Data (ECDC),IE,2021-02-20,inc hosp,303,Ireland,4813608
Observed Data (ECDC),IE,2021-02-27,inc hosp,187,Ireland,4813608
Observed Data (ECDC),IE,2021-03-06,inc hosp,161,Ireland,4813608
Observed Data (ECDC),IE,2021-03-13,inc hosp,149,Ireland,4813608
Observed Data (ECDC),IE,2021-03-20,inc hosp,186,Ireland,4813608
Observed Data (ECDC),IE,2021-03-27,inc hosp,139,Ireland,4813608
Observed Data (ECDC),IE,2021-04-03,inc hosp,113,Ireland,4813608
Observed Data (ECDC),IE,2021-04-10,inc hosp,78,Ireland,4813608
Observed Data (ECDC),IE,2021-04-17,inc hosp,89,Ireland,4813608
Observed Data (ECDC),IE,2021-04-24,inc hosp,98,Ireland,4813608
Observed Data (ECDC),IE,2021-05-01,inc hosp,75,Ireland,4813608
Observed Data (ECDC),IE,2021-05-08,inc hosp,81,Ireland,4813608
Observed Data (ECDC),IE,2021-05-22,inc hosp,85,Ireland,4813608
Observed Data (ECDC),IE,2021-05-29,inc hosp,68,Ireland,4813608
Observed Data (ECDC),IE,2021-06-05,inc hosp,62,Ireland,4813608
Observed Data (ECDC),IE,2021-06-12,inc hosp,48,Ireland,4813608
Observed Data (ECDC),IE,2021-06-19,inc hosp,47,Ireland,4813608
Observed Data (ECDC),IE,2021-06-26,inc hosp,41,Ireland,4813608
Observed Data (ECDC),IE,2021-07-03,inc hosp,54,Ireland,4813608
Observed Data (ECDC),IE,2021-07-10,inc hosp,58,Ireland,4813608
Observed Data (ECDC),IE,2021-07-17,inc hosp,108,Ireland,4813608
Observed Data (ECDC),IE,2021-07-24,inc hosp,136,Ireland,4813608
Observed Data (ECDC),IE,2021-07-31,inc hosp,179,Ireland,4813608
Observed Data (ECDC),IE,2021-08-07,inc hosp,165,Ireland,4813608
Observed Data (ECDC),IE,2021-08-14,inc hosp,224,Ireland,4813608
Observed Data (ECDC),IE,2021-08-21,inc hosp,265,Ireland,4813608
Observed Data (ECDC),IE,2021-08-28,inc hosp,302,Ireland,4813608
Observed Data (ECDC),IE,2021-09-04,inc hosp,281,Ireland,4813608
Observed Data (ECDC),IE,2021-09-11,inc hosp,261,Ireland,4813608
Observed Data (ECDC),IE,2021-09-18,inc hosp,231,Ireland,4813608
Observed Data (ECDC),IE,2021-09-25,inc hosp,255,Ireland,4813608
Observed Data (ECDC),IE,2021-10-02,inc hosp,247,Ireland,4813608
Observed Data (ECDC),IE,2021-10-09,inc hosp,304,Ireland,4813608
Observed Data (ECDC),IE,2021-10-16,inc hosp,370,Ireland,4813608
Observed Data (ECDC),IE,2021-10-23,inc hosp,342,Ireland,4813608
Observed Data (ECDC),IE,2021-10-30,inc hosp,389,Ireland,4813608
Observed Data (ECDC),IE,2021-11-06,inc hosp,358,Ireland,4813608
Observed Data (ECDC),IE,2021-11-13,inc hosp,488,Ireland,4813608
Observed Data (ECDC),IE,2021-11-20,inc hosp,526,Ireland,4813608
Observed Data (ECDC),IE,2021-11-27,inc hosp,424,Ireland,4813608
Observed Data (ECDC),IE,2021-12-04,inc hosp,456,Ireland,4813608
Observed Data (ECDC),IE,2021-12-11,inc hosp,419,Ireland,4813608
Observed Data (ECDC),IE,2021-12-18,inc hosp,318,Ireland,4813608
Observed Data (ECDC),IE,2021-12-25,inc hosp,411,Ireland,4813608
Observed Data (ECDC),IE,2022-01-01,inc hosp,778,Ireland,4813608
Observed Data (ECDC),IE,2022-01-08,inc hosp,983,Ireland,4813608
Observed Data (ECDC),IE,2022-01-15,inc hosp,937,Ireland,4813608
Observed Data (ECDC),IE,2022-01-22,inc hosp,742,Ireland,4813608
Observed Data (ECDC),IE,2022-01-29,inc hosp,612,Ireland,4813608
Observed Data (ECDC),IE,2022-02-05,inc hosp,615,Ireland,4813608
Observed Data (ECDC),IE,2022-02-12,inc hosp,614,Ireland,4813608
Observed Data (ECDC),IE,2022-02-19,inc hosp,591,Ireland,4813608
Observed Data (ECDC),IE,2022-02-26,inc hosp,585,Ireland,4813608
Observed Data (ECDC),IE,2022-03-05,inc hosp,691,Ireland,4813608
Observed Data (ECDC),IE,2022-03-12,inc hosp,901,Ireland,4813608
Observed Data (ECDC),IE,2022-03-19,inc hosp,1081,Ireland,4813608
Observed Data (ECDC),IE,2022-03-26,inc hosp,1437,Ireland,4813608
Observed Data (ECDC),IE,2022-04-02,inc hosp,1159,Ireland,4813608
Observed Data (ECDC),IE,2022-04-09,inc hosp,927,Ireland,4813608
Observed Data (ECDC),IE,2022-04-16,inc hosp,725,Ireland,4813608
Observed Data (ECDC),IE,2022-04-23,inc hosp,505,Ireland,4813608
Observed Data (ECDC),IE,2022-04-30,inc hosp,387,Ireland,4813608
Observed Data (ECDC),IE,2022-05-07,inc hosp,337,Ireland,4813608
Observed Data (ECDC),IE,2022-05-14,inc hosp,278,Ireland,4813608
Observed Data (ECDC),IE,2022-05-21,inc hosp,235,Ireland,4813608
Observed Data (ECDC),IE,2022-05-28,inc hosp,237,Ireland,4813608
Observed Data (ECDC),IE,2022-06-04,inc hosp,286,Ireland,4813608
Observed Data (ECDC),IE,2022-06-11,inc hosp,408,Ireland,4813608
Observed Data (ECDC),IE,2022-06-18,inc hosp,532,Ireland,4813608
Observed Data (ECDC),IE,2022-06-25,inc hosp,684,Ireland,4813608
Observed Data (ECDC),IE,2022-07-02,inc hosp,791,Ireland,4813608
Observed Data (ECDC),IE,2022-07-09,inc hosp,970,Ireland,4813608
Observed Data (ECDC),IE,2022-07-16,inc hosp,803,Ireland,4813608
Observed Data (ECDC),IE,2022-07-23,inc hosp,665,Ireland,4813608
Observed Data (ECDC),IE,2022-07-30,inc hosp,405,Ireland,4813608
Observed Data (ECDC),IE,2022-08-06,inc hosp,395,Ireland,4813608
Observed Data (ECDC),IE,2022-08-13,inc hosp,350,Ireland,4813608
Observed Data (ECDC),IE,2022-08-20,inc hosp,290,Ireland,4813608
Observed Data (ECDC),IE,2022-08-27,inc hosp,275,Ireland,4813608
Observed Data (ECDC),IE,2022-09-03,inc hosp,262,Ireland,4813608
Observed Data (ECDC),IE,2022-09-10,inc hosp,262,Ireland,4813608
Observed Data (ECDC),IE,2022-09-17,inc hosp,235,Ireland,4813608
Observed Data (ECDC),IE,2022-09-24,inc hosp,308,Ireland,4813608
Observed Data (ECDC),IE,2022-10-01,inc hosp,349,Ireland,4813608
Observed Data (ECDC),IE,2022-10-08,inc hosp,428,Ireland,4813608
Observed Data (ECDC),IE,2022-10-15,inc hosp,408,Ireland,4813608
Observed Data (ECDC),IE,2022-10-22,inc hosp,430,Ireland,4813608
Observed Data (ECDC),IE,2022-10-29,inc hosp,343,Ireland,4813608
Observed Data (ECDC),IE,2022-11-05,inc hosp,318,Ireland,4813608
Observed Data (ECDC),IE,2022-11-12,inc hosp,330,Ireland,4813608
Observed Data (ECDC),IE,2022-11-19,inc hosp,294,Ireland,4813608
Observed Data (ECDC),IE,2022-11-26,inc hosp,331,Ireland,4813608
Observed Data (ECDC),IE,2022-12-03,inc hosp,350,Ireland,4813608
Observed Data (ECDC),IE,2022-12-10,inc hosp,369,Ireland,4813608
Observed Data (ECDC),IE,2022-12-17,inc hosp,613,Ireland,4813608
Observed Data (ECDC),IE,2022-12-24,inc hosp,705,Ireland,4813608
Observed Data (ECDC),IE,2022-12-31,inc hosp,624,Ireland,4813608
Observed Data (ECDC),IE,2023-01-07,inc hosp,649,Ireland,4813608
Observed Data (ECDC),IE,2023-01-14,inc hosp,355,Ireland,4813608
Observed Data (ECDC),IE,2023-01-21,inc hosp,248,Ireland,4813608
Observed Data (ECDC),IE,2023-01-28,inc hosp,228,Ireland,4813608
Observed Data (ECDC),LI,2021-11-13,inc hosp,4,Liechtenstein,37922
Observed Data (ECDC),LI,2021-11-20,inc hosp,3,Liechtenstein,37922
Observed Data (ECDC),LI,2021-11-27,inc hosp,8,Liechtenstein,37922
Observed Data (ECDC),LI,2021-12-04,inc hosp,11,Liechtenstein,37922
Observed Data (ECDC),LI,2021-12-11,inc hosp,14,Liechtenstein,37922
Observed Data (ECDC),LI,2021-12-18,inc hosp,14,Liechtenstein,37922
Observed Data (ECDC),LI,2021-12-25,inc hosp,10,Liechtenstein,37922
Observed Data (ECDC),LI,2022-01-01,inc hosp,10,Liechtenstein,37922
Observed Data (ECDC),LI,2022-01-08,inc hosp,5,Liechtenstein,37922
Observed Data (ECDC),LI,2022-01-15,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-01-22,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-01-29,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-02-05,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-02-12,inc hosp,4,Liechtenstein,37922
Observed Data (ECDC),LI,2022-02-19,inc hosp,5,Liechtenstein,37922
Observed Data (ECDC),LI,2022-02-26,inc hosp,4,Liechtenstein,37922
Observed Data (ECDC),LI,2022-03-05,inc hosp,4,Liechtenstein,37922
Observed Data (ECDC),LI,2022-03-12,inc hosp,4,Liechtenstein,37922
Observed Data (ECDC),LI,2022-03-19,inc hosp,5,Liechtenstein,37922
Observed Data (ECDC),LI,2022-03-26,inc hosp,8,Liechtenstein,37922
Observed Data (ECDC),LI,2022-04-02,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-04-09,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-04-16,inc hosp,3,Liechtenstein,37922
Observed Data (ECDC),LI,2022-04-23,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-04-30,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-05-07,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-05-14,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-05-21,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-05-28,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-06-04,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-06-11,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-06-18,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-06-25,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-07-02,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-07-09,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-07-16,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-07-23,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-07-30,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-08-06,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-08-13,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-08-20,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-08-27,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-09-03,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-09-10,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-09-17,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-09-24,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-10-01,inc hosp,4,Liechtenstein,37922
Observed Data (ECDC),LI,2022-10-08,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-10-15,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-10-22,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-10-29,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-11-05,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-11-12,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-11-19,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-11-26,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2022-12-03,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-12-10,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2022-12-17,inc hosp,2,Liechtenstein,37922
Observed Data (ECDC),LI,2022-12-24,inc hosp,4,Liechtenstein,37922
Observed Data (ECDC),LI,2022-12-31,inc hosp,1,Liechtenstein,37922
Observed Data (ECDC),LI,2023-01-07,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2023-01-14,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2023-01-21,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LI,2023-01-28,inc hosp,0,Liechtenstein,37922
Observed Data (ECDC),LV,2020-01-25,inc hosp,0,Latvia,1940740
Observed Data (ECDC),LV,2020-02-01,inc hosp,0,Latvia,1940740
Observed Data (ECDC),LV,2020-02-08,inc hosp,0,Latvia,1940740
Observed Data (ECDC),LV,2020-02-15,inc hosp,0,Latvia,1940740
Observed Data (ECDC),LV,2020-02-22,inc hosp,0,Latvia,1940740
Observed Data (ECDC),LV,2020-02-29,inc hosp,0,Latvia,1940740
Observed Data (ECDC),LV,2020-03-07,inc hosp,3,Latvia,1940740
Observed Data (ECDC),LV,2020-03-14,inc hosp,6,Latvia,1940740
Observed Data (ECDC),LV,2020-03-21,inc hosp,16,Latvia,1940740
Observed Data (ECDC),LV,2020-03-28,inc hosp,30,Latvia,1940740
Observed Data (ECDC),LV,2020-04-04,inc hosp,29,Latvia,1940740
Observed Data (ECDC),LV,2020-04-11,inc hosp,26,Latvia,1940740
Observed Data (ECDC),LV,2020-04-18,inc hosp,18,Latvia,1940740
Observed Data (ECDC),LV,2020-04-25,inc hosp,14,Latvia,1940740
Observed Data (ECDC),LV,2020-05-02,inc hosp,9,Latvia,1940740
Observed Data (ECDC),LV,2020-05-09,inc hosp,10,Latvia,1940740
Observed Data (ECDC),LV,2020-05-16,inc hosp,10,Latvia,1940740
Observed Data (ECDC),LV,2020-05-23,inc hosp,8,Latvia,1940740
Observed Data (ECDC),LV,2020-05-30,inc hosp,4,Latvia,1940740
Observed Data (ECDC),LV,2020-06-06,inc hosp,3,Latvia,1940740
Observed Data (ECDC),LV,2020-06-13,inc hosp,3,Latvia,1940740
Observed Data (ECDC),LV,2020-06-20,inc hosp,4,Latvia,1940740
Observed Data (ECDC),LV,2020-06-27,inc hosp,2,Latvia,1940740
Observed Data (ECDC),LV,2020-07-04,inc hosp,1,Latvia,1940740
Observed Data (ECDC),LV,2020-07-11,inc hosp,1,Latvia,1940740
Observed Data (ECDC),LV,2020-07-18,inc hosp,1,Latvia,1940740
Observed Data (ECDC),LV,2020-07-25,inc hosp,1,Latvia,1940740
Observed Data (ECDC),LV,2020-08-01,inc hosp,2,Latvia,1940740
Observed Data (ECDC),LV,2020-08-08,inc hosp,5,Latvia,1940740
Observed Data (ECDC),LV,2020-08-15,inc hosp,2,Latvia,1940740
Observed Data (ECDC),LV,2020-08-22,inc hosp,5,Latvia,1940740
Observed Data (ECDC),LV,2020-08-29,inc hosp,4,Latvia,1940740
Observed Data (ECDC),LV,2020-09-05,inc hosp,5,Latvia,1940740
Observed Data (ECDC),LV,2020-09-12,inc hosp,6,Latvia,1940740
Observed Data (ECDC),LV,2020-09-19,inc hosp,7,Latvia,1940740
Observed Data (ECDC),LV,2020-09-26,inc hosp,6,Latvia,1940740
Observed Data (ECDC),LV,2020-10-03,inc hosp,27,Latvia,1940740
Observed Data (ECDC),LV,2020-10-10,inc hosp,50,Latvia,1940740
Observed Data (ECDC),LV,2020-10-17,inc hosp,53,Latvia,1940740
Observed Data (ECDC),LV,2020-10-24,inc hosp,127,Latvia,1940740
Observed Data (ECDC),LV,2020-10-31,inc hosp,201,Latvia,1940740
Observed Data (ECDC),LV,2020-11-07,inc hosp,222,Latvia,1940740
Observed Data (ECDC),LV,2020-11-14,inc hosp,288,Latvia,1940740
Observed Data (ECDC),LV,2020-11-21,inc hosp,336,Latvia,1940740
Observed Data (ECDC),LV,2020-11-28,inc hosp,495,Latvia,1940740
Observed Data (ECDC),LV,2020-12-05,inc hosp,523,Latvia,1940740
Observed Data (ECDC),LV,2020-12-12,inc hosp,666,Latvia,1940740
Observed Data (ECDC),LV,2020-12-19,inc hosp,772,Latvia,1940740
Observed Data (ECDC),LV,2020-12-26,inc hosp,821,Latvia,1940740
Observed Data (ECDC),LV,2021-01-02,inc hosp,863,Latvia,1940740
Observed Data (ECDC),LV,2021-01-09,inc hosp,962,Latvia,1940740
Observed Data (ECDC),LV,2021-01-16,inc hosp,829,Latvia,1940740
Observed Data (ECDC),LV,2021-01-23,inc hosp,767,Latvia,1940740
Observed Data (ECDC),LV,2021-01-30,inc hosp,726,Latvia,1940740
Observed Data (ECDC),LV,2021-02-06,inc hosp,660,Latvia,1940740
Observed Data (ECDC),LV,2021-02-13,inc hosp,585,Latvia,1940740
Observed Data (ECDC),LV,2021-02-20,inc hosp,509,Latvia,1940740
Observed Data (ECDC),LV,2021-02-27,inc hosp,501,Latvia,1940740
