"","horizon","age_id","scenario_id","sample","location","target_variable","value"
"544","1 wk","older","D",4,"LI","inc infection",0
"545","1 wk","older","D",5,"LI","inc infection",0
"546","1 wk","older","D",6,"LI","inc infection",0
"547","1 wk","older","D",7,"LI","inc infection",0
"548","1 wk","older","D",8,"LI","inc infection",0
"549","1 wk","older","D",9,"LI","inc infection",0
"550","1 wk","older","D",10,"LI","inc infection",0
"551","1 wk","older","D",11,"LI","inc infection",0
"552","1 wk","older","D",12,"LI","inc infection",0
"553","1 wk","older","D",13,"LI","inc infection",0
"554","1 wk","older","D",14,"LI","inc infection",0
"555","1 wk","older","D",15,"LI","inc infection",0
"556","1 wk","older","D",16,"LI","inc infection",0
"557","1 wk","older","D",17,"LI","inc infection",0
"558","1 wk","older","D",18,"LI","inc infection",0
"559","1 wk","older","D",19,"LI","inc infection",0
"560","1 wk","older","D",20,"LI","inc infection",0
"561","1 wk","older","D",21,"LI","inc infection",0
"562","1 wk","older","D",22,"LI","inc infection",0
"563","1 wk","older","D",23,"LI","inc infection",0
"564","1 wk","older","D",24,"LI","inc infection",0
"565","1 wk","older","D",25,"LI","inc infection",0
"566","1 wk","older","D",26,"LI","inc infection",0
"567","1 wk","older","D",27,"LI","inc infection",0
"568","1 wk","older","D",28,"LI","inc infection",0
"569","1 wk","older","D",29,"LI","inc infection",0
"570","1 wk","older","D",30,"LI","inc infection",0
"571","1 wk","older","D",31,"LI","inc infection",0
"572","1 wk","older","D",32,"LI","inc infection",0
"573","1 wk","older","D",33,"LI","inc infection",0
"574","1 wk","older","D",34,"LI","inc infection",0
"575","1 wk","older","D",35,"LI","inc infection",0
"576","1 wk","older","D",36,"LI","inc infection",0
"577","1 wk","older","D",37,"LI","inc infection",0
"578","1 wk","older","D",38,"LI","inc infection",0
"579","1 wk","older","D",39,"LI","inc infection",0
"580","1 wk","older","D",40,"LI","inc infection",0
"581","1 wk","older","D",41,"LI","inc infection",0
"582","1 wk","older","D",42,"LI","inc infection",0
"583","1 wk","older","D",43,"LI","inc infection",0
"584","1 wk","older","D",44,"LI","inc infection",0
"585","1 wk","older","D",45,"LI","inc infection",0
"586","1 wk","older","D",46,"LI","inc infection",0
"587","1 wk","older","D",47,"LI","inc infection",0
"588","1 wk","older","D",48,"LI","inc infection",0
"589","1 wk","older","D",49,"LI","inc infection",0
"590","1 wk","older","D",50,"LI","inc infection",0
"591","1 wk","older","D",51,"LI","inc infection",0
"592","1 wk","older","D",52,"LI","inc infection",0
"593","1 wk","older","D",53,"LI","inc infection",0
"594","1 wk","older","D",54,"LI","inc infection",0
"595","1 wk","older","D",55,"LI","inc infection",0
"596","1 wk","older","D",56,"LI","inc infection",0
"597","1 wk","older","D",57,"LI","inc infection",0
"598","1 wk","older","D",58,"LI","inc infection",0
"599","1 wk","older","D",59,"LI","inc infection",0
"600","1 wk","older","D",60,"LI","inc infection",0
"601","1 wk","older","D",61,"LI","inc infection",0
"602","1 wk","older","D",62,"LI","inc infection",0
"603","1 wk","older","D",63,"LI","inc infection",0
"604","1 wk","older","D",64,"LI","inc infection",0
"605","1 wk","older","D",65,"LI","inc infection",0
"606","1 wk","older","D",66,"LI","inc infection",0
"607","1 wk","older","D",67,"LI","inc infection",0
"608","1 wk","older","D",68,"LI","inc infection",0
"609","1 wk","older","D",69,"LI","inc infection",0
"610","1 wk","older","D",70,"LI","inc infection",0
"611","1 wk","older","D",71,"LI","inc infection",0
"612","1 wk","older","D",72,"LI","inc infection",0
"613","1 wk","older","D",73,"LI","inc infection",0
"614","1 wk","older","D",74,"LI","inc infection",0
"615","1 wk","older","D",75,"LI","inc infection",0
"616","1 wk","older","D",76,"LI","inc infection",0
"617","1 wk","older","D",77,"LI","inc infection",0
"618","1 wk","older","D",78,"LI","inc infection",0
"619","1 wk","older","D",79,"LI","inc infection",0
"620","1 wk","older","D",80,"LI","inc infection",0
"621","1 wk","older","D",81,"LI","inc infection",0
"622","1 wk","older","D",82,"LI","inc infection",0
"623","1 wk","older","D",83,"LI","inc infection",0
"624","1 wk","older","D",84,"LI","inc infection",0
"625","1 wk","older","D",85,"LI","inc infection",0
"626","1 wk","older","D",86,"LI","inc infection",0
"627","1 wk","older","D",87,"LI","inc infection",0
"628","1 wk","older","D",88,"LI","inc infection",0
"629","1 wk","older","D",89,"LI","inc infection",0
"630","1 wk","older","D",90,"LI","inc infection",0
"631","2 wk","adult","A",1,"LI","inc infection",0
"632","2 wk","adult","A",2,"LI","inc infection",0
"633","2 wk","adult","A",3,"LI","inc infection",0
"634","2 wk","adult","A",4,"LI","inc infection",0
"635","2 wk","adult","A",5,"LI","inc infection",0
"636","2 wk","adult","A",6,"LI","inc infection",0
"637","2 wk","adult","A",7,"LI","inc infection",0
"638","2 wk","adult","A",8,"LI","inc infection",0
"639","2 wk","adult","A",19,"LI","inc infection",0
"640","2 wk","adult","A",20,"LI","inc infection",0
"641","2 wk","adult","A",21,"LI","inc infection",0
"642","2 wk","adult","A",22,"LI","inc infection",0
"643","2 wk","adult","A",23,"LI","inc infection",0
"644","2 wk","adult","A",24,"LI","inc infection",0
"645","2 wk","adult","A",25,"LI","inc infection",0
"646","2 wk","adult","A",26,"LI","inc infection",0
"647","2 wk","adult","A",37,"LI","inc infection",0
"648","2 wk","adult","A",38,"LI","inc infection",0
"649","2 wk","adult","A",39,"LI","inc infection",0
"650","2 wk","adult","A",40,"LI","inc infection",0
"651","2 wk","adult","A",41,"LI","inc infection",0
"652","2 wk","adult","A",42,"LI","inc infection",0
"653","2 wk","adult","A",43,"LI","inc infection",0
"654","2 wk","adult","A",44,"LI","inc infection",0
"655","2 wk","adult","A",55,"LI","inc infection",0
"656","2 wk","adult","A",56,"LI","inc infection",0
"657","2 wk","adult","A",57,"LI","inc infection",0
"658","2 wk","adult","A",58,"LI","inc infection",0
"659","2 wk","adult","A",59,"LI","inc infection",0
"660","2 wk","adult","A",60,"LI","inc infection",0
"661","2 wk","adult","A",61,"LI","inc infection",0
"662","2 wk","adult","A",62,"LI","inc infection",0
"663","2 wk","adult","A",73,"LI","inc infection",0
"664","2 wk","adult","A",74,"LI","inc infection",0
"665","2 wk","adult","A",75,"LI","inc infection",0
"666","2 wk","adult","A",76,"LI","inc infection",0
"667","2 wk","adult","A",77,"LI","inc infection",0
"668","2 wk","adult","A",78,"LI","inc infection",0
"669","2 wk","adult","A",79,"LI","inc infection",0
"670","2 wk","adult","A",80,"LI","inc infection",0
"671","2 wk","adult","B",1,"LI","inc infection",0
"672","2 wk","adult","B",2,"LI","inc infection",0
"673","2 wk","adult","B",3,"LI","inc infection",0
"674","2 wk","adult","B",4,"LI","inc infection",0
"675","2 wk","adult","B",5,"LI","inc infection",0
"676","2 wk","adult","B",6,"LI","inc infection",0
"677","2 wk","adult","B",7,"LI","inc infection",0
"678","2 wk","adult","B",8,"LI","inc infection",0
"679","2 wk","adult","B",19,"LI","inc infection",0
"680","2 wk","adult","B",20,"LI","inc infection",0
"681","2 wk","adult","B",21,"LI","inc infection",0
"682","2 wk","adult","B",22,"LI","inc infection",0
"683","2 wk","adult","B",23,"LI","inc infection",0
"684","2 wk","adult","B",24,"LI","inc infection",0
"685","2 wk","adult","B",25,"LI","inc infection",0
"686","2 wk","adult","B",26,"LI","inc infection",0
"687","2 wk","adult","B",37,"LI","inc infection",0
"688","2 wk","adult","B",38,"LI","inc infection",0
"689","2 wk","adult","B",39,"LI","inc infection",0
"690","2 wk","adult","B",40,"LI","inc infection",0
"691","2 wk","adult","B",41,"LI","inc infection",0
"692","2 wk","adult","B",42,"LI","inc infection",0
"693","2 wk","adult","B",43,"LI","inc infection",0
"694","2 wk","adult","B",44,"LI","inc infection",0
"695","2 wk","adult","B",55,"LI","inc infection",0
"696","2 wk","adult","B",56,"LI","inc infection",0
"697","2 wk","adult","B",57,"LI","inc infection",0
"698","2 wk","adult","B",58,"LI","inc infection",0
"699","2 wk","adult","B",59,"LI","inc infection",0
"700","2 wk","adult","B",60,"LI","inc infection",0
"701","2 wk","adult","B",61,"LI","inc infection",0
"702","2 wk","adult","B",62,"LI","inc infection",0
"703","2 wk","adult","B",73,"LI","inc infection",0
"704","2 wk","adult","B",74,"LI","inc infection",0
"705","2 wk","adult","B",75,"LI","inc infection",0
"706","2 wk","adult","B",76,"LI","inc infection",0
"707","2 wk","adult","B",77,"LI","inc infection",0
"708","2 wk","adult","B",78,"LI","inc infection",0
"709","2 wk","adult","B",79,"LI","inc infection",0
"710","2 wk","adult","B",80,"LI","inc infection",0
"711","2 wk","adult","C",1,"LI","inc infection",0
"712","2 wk","adult","C",2,"LI","inc infection",0
"713","2 wk","adult","C",3,"LI","inc infection",0
"714","2 wk","adult","C",4,"LI","inc infection",0
"715","2 wk","adult","C",5,"LI","inc infection",0
"716","2 wk","adult","C",6,"LI","inc infection",0
"717","2 wk","adult","C",7,"LI","inc infection",0
"718","2 wk","adult","C",8,"LI","inc infection",0
"719","2 wk","adult","C",19,"LI","inc infection",0
"720","2 wk","adult","C",20,"LI","inc infection",0
"721","2 wk","adult","C",21,"LI","inc infection",0
"722","2 wk","adult","C",22,"LI","inc infection",0
"723","2 wk","adult","C",23,"LI","inc infection",0
"724","2 wk","adult","C",24,"LI","inc infection",0
"725","2 wk","adult","C",25,"LI","inc infection",0
"726","2 wk","adult","C",26,"LI","inc infection",0
"727","2 wk","adult","C",37,"LI","inc infection",0
"728","2 wk","adult","C",38,"LI","inc infection",0
"729","2 wk","adult","C",39,"LI","inc infection",0
"730","2 wk","adult","C",40,"LI","inc infection",0
"731","2 wk","adult","C",41,"LI","inc infection",0
"732","2 wk","adult","C",42,"LI","inc infection",0
"733","2 wk","adult","C",43,"LI","inc infection",0
"734","2 wk","adult","C",44,"LI","inc infection",0
"735","2 wk","adult","C",55,"LI","inc infection",0
"736","2 wk","adult","C",56,"LI","inc infection",0
"737","2 wk","adult","C",57,"LI","inc infection",0
"738","2 wk","adult","C",58,"LI","inc infection",0
"739","2 wk","adult","C",59,"LI","inc infection",0
"740","2 wk","adult","C",60,"LI","inc infection",0
"741","2 wk","adult","C",61,"LI","inc infection",0
"742","2 wk","adult","C",62,"LI","inc infection",0
"743","2 wk","adult","C",73,"LI","inc infection",0
"744","2 wk","adult","C",74,"LI","inc infection",0
"745","2 wk","adult","C",75,"LI","inc infection",0
"746","2 wk","adult","C",76,"LI","inc infection",0
"747","2 wk","adult","C",77,"LI","inc infection",0
"748","2 wk","adult","C",78,"LI","inc infection",0
"749","2 wk","adult","C",79,"LI","inc infection",0
"750","2 wk","adult","C",80,"LI","inc infection",0
"751","2 wk","adult","D",1,"LI","inc infection",0
"752","2 wk","adult","D",2,"LI","inc infection",0
"753","2 wk","adult","D",3,"LI","inc infection",0
"754","2 wk","adult","D",4,"LI","inc infection",0
"755","2 wk","adult","D",5,"LI","inc infection",0
"756","2 wk","adult","D",6,"LI","inc infection",0
"757","2 wk","adult","D",7,"LI","inc infection",0
"758","2 wk","adult","D",8,"LI","inc infection",0
"759","2 wk","adult","D",9,"LI","inc infection",0
"760","2 wk","adult","D",10,"LI","inc infection",0
"761","2 wk","adult","D",11,"LI","inc infection",0
"762","2 wk","adult","D",12,"LI","inc infection",0
"763","2 wk","adult","D",13,"LI","inc infection",0
"764","2 wk","adult","D",14,"LI","inc infection",0
"765","2 wk","adult","D",15,"LI","inc infection",0
"766","2 wk","adult","D",16,"LI","inc infection",0
"767","2 wk","adult","D",17,"LI","inc infection",0
"768","2 wk","adult","D",18,"LI","inc infection",0
"769","2 wk","adult","D",19,"LI","inc infection",0
"770","2 wk","adult","D",20,"LI","inc infection",0
"771","2 wk","adult","D",21,"LI","inc infection",0
"772","2 wk","adult","D",22,"LI","inc infection",0
"773","2 wk","adult","D",23,"LI","inc infection",0
"774","2 wk","adult","D",24,"LI","inc infection",0
"775","2 wk","adult","D",25,"LI","inc infection",0
"776","2 wk","adult","D",26,"LI","inc infection",0
"777","2 wk","adult","D",27,"LI","inc infection",0
"778","2 wk","adult","D",28,"LI","inc infection",0
"779","2 wk","adult","D",29,"LI","inc infection",0
"780","2 wk","adult","D",30,"LI","inc infection",0
"781","2 wk","adult","D",31,"LI","inc infection",0
"782","2 wk","adult","D",32,"LI","inc infection",0
"783","2 wk","adult","D",33,"LI","inc infection",0
"784","2 wk","adult","D",34,"LI","inc infection",0
"785","2 wk","adult","D",35,"LI","inc infection",0
"786","2 wk","adult","D",36,"LI","inc infection",0
"787","2 wk","adult","D",37,"LI","inc infection",0
"788","2 wk","adult","D",38,"LI","inc infection",0
"789","2 wk","adult","D",39,"LI","inc infection",0
"790","2 wk","adult","D",40,"LI","inc infection",0
"791","2 wk","adult","D",41,"LI","inc infection",0
"792","2 wk","adult","D",42,"LI","inc infection",0
"793","2 wk","adult","D",43,"LI","inc infection",0
"794","2 wk","adult","D",44,"LI","inc infection",0
"795","2 wk","adult","D",45,"LI","inc infection",0
"796","2 wk","adult","D",46,"LI","inc infection",0
"797","2 wk","adult","D",47,"LI","inc infection",0
"798","2 wk","adult","D",48,"LI","inc infection",0
"799","2 wk","adult","D",49,"LI","inc infection",0
"800","2 wk","adult","D",50,"LI","inc infection",0
"801","2 wk","adult","D",51,"LI","inc infection",0
"802","2 wk","adult","D",52,"LI","inc infection",0
"803","2 wk","adult","D",53,"LI","inc infection",0
"804","2 wk","adult","D",54,"LI","inc infection",0
"805","2 wk","adult","D",55,"LI","inc infection",0
"806","2 wk","adult","D",56,"LI","inc infection",0
"807","2 wk","adult","D",57,"LI","inc infection",0
"808","2 wk","adult","D",58,"LI","inc infection",0
"809","2 wk","adult","D",59,"LI","inc infection",0
"810","2 wk","adult","D",60,"LI","inc infection",0
"811","2 wk","adult","D",61,"LI","inc infection",0
"812","2 wk","adult","D",62,"LI","inc infection",0
"813","2 wk","adult","D",63,"LI","inc infection",0
"814","2 wk","adult","D",64,"LI","inc infection",0
"815","2 wk","adult","D",65,"LI","inc infection",0
"816","2 wk","adult","D",66,"LI","inc infection",0
"817","2 wk","adult","D",67,"LI","inc infection",0
"818","2 wk","adult","D",68,"LI","inc infection",0
"819","2 wk","adult","D",69,"LI","inc infection",0
"820","2 wk","adult","D",70,"LI","inc infection",0
"821","2 wk","adult","D",71,"LI","inc infection",0
"822","2 wk","adult","D",72,"LI","inc infection",0
"823","2 wk","adult","D",73,"LI","inc infection",0
"824","2 wk","adult","D",74,"LI","inc infection",0
"825","2 wk","adult","D",75,"LI","inc infection",0
"826","2 wk","adult","D",76,"LI","inc infection",0
"827","2 wk","adult","D",77,"LI","inc infection",0
"828","2 wk","adult","D",78,"LI","inc infection",0
"829","2 wk","adult","D",79,"LI","inc infection",0
"830","2 wk","adult","D",80,"LI","inc infection",0
"831","2 wk","adult","D",81,"LI","inc infection",0
"832","2 wk","adult","D",82,"LI","inc infection",0
"833","2 wk","adult","D",83,"LI","inc infection",0
"834","2 wk","adult","D",84,"LI","inc infection",0
"835","2 wk","adult","D",85,"LI","inc infection",0
"836","2 wk","adult","D",86,"LI","inc infection",0
"837","2 wk","adult","D",87,"LI","inc infection",0
"838","2 wk","adult","D",88,"LI","inc infection",0
"839","2 wk","adult","D",89,"LI","inc infection",0
"840","2 wk","adult","D",90,"LI","inc infection",0
"841","2 wk","child","A",1,"LI","inc infection",0
"842","2 wk","child","A",2,"LI","inc infection",0
"843","2 wk","child","A",3,"LI","inc infection",0
"844","2 wk","child","A",4,"LI","inc infection",0
"845","2 wk","child","A",5,"LI","inc infection",0
"846","2 wk","child","A",6,"LI","inc infection",0
"847","2 wk","child","A",7,"LI","inc infection",0
"848","2 wk","child","A",8,"LI","inc infection",0
"849","2 wk","child","A",19,"LI","inc infection",0
"850","2 wk","child","A",20,"LI","inc infection",0
"851","2 wk","child","A",21,"LI","inc infection",0
"852","2 wk","child","A",22,"LI","inc infection",0
"853","2 wk","child","A",23,"LI","inc infection",0
"854","2 wk","child","A",24,"LI","inc infection",0
"855","2 wk","child","A",25,"LI","inc infection",0
"856","2 wk","child","A",26,"LI","inc infection",0
"857","2 wk","child","A",37,"LI","inc infection",0
"858","2 wk","child","A",38,"LI","inc infection",0
"859","2 wk","child","A",39,"LI","inc infection",0
"860","2 wk","child","A",40,"LI","inc infection",0
"861","2 wk","child","A",41,"LI","inc infection",0
"862","2 wk","child","A",42,"LI","inc infection",0
"863","2 wk","child","A",43,"LI","inc infection",0
"864","2 wk","child","A",44,"LI","inc infection",0
"865","2 wk","child","A",55,"LI","inc infection",0
"866","2 wk","child","A",56,"LI","inc infection",0
"867","2 wk","child","A",57,"LI","inc infection",0
"868","2 wk","child","A",58,"LI","inc infection",0
"869","2 wk","child","A",59,"LI","inc infection",0
"870","2 wk","child","A",60,"LI","inc infection",0
"871","2 wk","child","A",61,"LI","inc infection",0
"872","2 wk","child","A",62,"LI","inc infection",0
"873","2 wk","child","A",73,"LI","inc infection",0
"874","2 wk","child","A",74,"LI","inc infection",0
"875","2 wk","child","A",75,"LI","inc infection",0
"876","2 wk","child","A",76,"LI","inc infection",0
"877","2 wk","child","A",77,"LI","inc infection",0
"878","2 wk","child","A",78,"LI","inc infection",0
"879","2 wk","child","A",79,"LI","inc infection",0
"880","2 wk","child","A",80,"LI","inc infection",0
"881","2 wk","child","B",1,"LI","inc infection",0
"882","2 wk","child","B",2,"LI","inc infection",0
"883","2 wk","child","B",3,"LI","inc infection",0
"884","2 wk","child","B",4,"LI","inc infection",0
"885","2 wk","child","B",5,"LI","inc infection",0
"886","2 wk","child","B",6,"LI","inc infection",0
