"location","origin_date","target_end_date","target_variable","type","quantile","value","horizon","scenario_id"
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.15,66525,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.2,68301,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.25,70124,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.3,71995,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.35,73439,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.4,74912,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.45,76414,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.5,76414,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.55,79510,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.6,81105,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.65,82732,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.7,84392,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.75,89030,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.8,93922,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.85,99084,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.9,104530,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.95,114452,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.975,125315,11 wk,A-2022-02-25
"AT",2022-03-13,2022-05-28,"inc case","quantile",0.99,137211,11 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","point",NA,72020,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.01,51589,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.025,54461,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.05,57492,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.1,60693,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.15,62313,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.2,63976,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.25,65683,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.3,67436,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.35,69208,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.4,71026,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.45,72892,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.5,72892,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.55,76775,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.6,78794,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.65,80867,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.7,82994,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.75,87779,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.8,92839,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.85,98192,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.9,103853,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.95,112870,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.975,122670,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-04,"inc case","quantile",0.99,133323,12 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","point",NA,69881,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.01,48123,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.025,50802,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.05,53630,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.1,56615,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.15,58126,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.2,59678,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.25,61271,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.3,62906,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.35,65087,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.4,67345,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.45,69681,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.5,69940,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.55,74600,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.6,77189,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.65,79868,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.7,82640,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.75,87347,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.8,92323,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.85,97582,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.9,103141,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.95,111056,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.975,119579,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-11,"inc case","quantile",0.99,128757,13 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","point",NA,69162,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.01,45750,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.025,48297,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.05,50986,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.1,53824,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.15,55301,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.2,56818,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.25,58377,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.3,59978,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.35,62477,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.4,65081,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.45,67793,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.5,69162,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.55,73561,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.6,76627,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.65,79821,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.7,83148,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.75,87623,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.8,92339,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.85,97308,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.9,102545,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.95,109459,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.975,116840,14 wk,A-2022-02-25
"AT",2022-03-13,2022-06-18,"inc case","quantile",0.99,124719,14 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","point",NA,1499771,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.01,635329,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.025,711361,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.05,796561,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.1,892042,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.15,957913,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.2,1028704,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.25,1104785,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.3,1186558,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.35,1258307,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.4,1334473,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.45,1415334,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.5,1499771,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.55,1592335,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.6,1689122,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.65,1791899,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.7,1901042,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.75,2045655,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.8,2201404,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.85,2369159,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.9,2549854,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.95,2867651,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.975,3225404,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.99,3628179,1 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","point",NA,1803490,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.01,552961,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.025,642206,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.05,745931,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.1,866497,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.15,956071,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.2,1054959,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.25,1164135,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.3,1284675,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.35,1397551,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.4,1520399,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.45,1654107,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.5,1803490,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.55,1958048,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.6,2130477,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.65,2318175,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.7,2522501,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.75,2774940,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.8,3052694,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.85,3358308,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.9,3694582,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.95,4257040,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.975,4905172,2 wk,C-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.99,5652036,2 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","point",NA,2183317,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.01,516772,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.025,620332,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.05,744701,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.1,894071,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.15,1008552,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.2,1137723,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.25,1283475,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.3,1447940,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.35,1598703,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.4,1765172,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.45,1948986,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.5,2183317,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.55,2376068,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.6,2623539,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.65,2896799,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.7,3198538,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.75,3527982,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.8,3891392,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.85,4292274,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.9,4734496,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.95,5387510,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.975,6131246,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.99,6978396,3 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","point",NA,2595690,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.01,523552,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.025,645797,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.05,796621,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.1,982715,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.15,1124638,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.2,1287069,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.25,1472971,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.3,1685738,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.35,1858971,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.4,2050026,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.45,2260738,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.5,2595690,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.55,2749439,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.6,3032125,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.65,3343907,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.7,3687783,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.75,3970313,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.8,4274998,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.85,4603613,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.9,4958076,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.95,5346129,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.975,5766423,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.99,6221781,4 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","point",NA,2926170,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.01,561158,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.025,709950,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.05,898279,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.1,1136672,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.15,1306760,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.2,1502298,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.25,1727097,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.3,1985535,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.35,2145664,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.4,2318872,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.45,2506238,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.5,2926170,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.55,2951940,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.6,3165505,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.65,3422244,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.7,3700066,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.75,3825741,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.8,3955985,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.85,4090976,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.9,4230899,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.95,4466421,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.975,4715054,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.99,4977528,5 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","point",NA,3036497,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.01,591859,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.025,768303,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.05,997386,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.1,1294821,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.15,1494849,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.2,1725780,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.25,1992389,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.3,2300188,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.35,2404418,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.4,2513561,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.45,2627856,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.5,3036497,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.55,3036497,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.6,3047416,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.65,3141816,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.7,3285933,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.75,3373635,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.8,3463678,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.85,3556124,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.9,3651037,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.95,3854280,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.975,4068837,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.99,4295338,6 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","point",NA,2869227,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.01,615825,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.025,812242,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.05,1071319,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.1,1413047,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.15,1595522,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.2,1802103,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.25,2036043,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.3,2301039,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.35,2380513,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.4,2462760,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.45,2547880,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.5,2869227,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.55,2869227,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.6,2869227,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.65,2919163,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.7,3020239,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.75,3100849,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.8,3183611,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.85,3268582,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.9,3355821,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.95,3542630,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.975,3739838,7 wk,C-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.99,3948025,7 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","point",NA,2481214,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.01,627344,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.025,797715,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.05,1014539,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.1,1290537,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.15,1412168,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.2,1545305,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.25,1691039,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.3,1850568,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.35,1937469,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.4,2028471,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.45,2123770,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.5,2481214,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.55,2481214,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.6,2487865,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.65,2552156,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.7,2672197,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.75,2743518,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.8,2816743,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.85,2891922,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.9,2969108,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.95,3134390,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.975,3308873,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.99,3493068,8 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","point",NA,1973808,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.01,623284,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.025,767050,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.05,944020,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.1,1161871,9 wk,C-2022-02-25
