"location","origin_date","target_end_date","target_variable","type","quantile","value","horizon","scenario_id"
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.1,1071908,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.15,1170029,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.2,1277132,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.25,1394040,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.3,1521651,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.35,1580446,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.4,1641584,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.45,1705160,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.5,1915059,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.55,1915059,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.6,1925377,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.65,1985912,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.7,2063268,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.75,2118337,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.8,2174875,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.85,2232923,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.9,2292520,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.95,2420138,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.975,2554860,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.99,2697082,7 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","point",NA,1651327,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.01,678262,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.025,745355,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.05,819167,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.1,900381,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.15,974867,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.2,1055536,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.25,1142903,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.3,1237525,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.35,1313198,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.4,1393521,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.45,1478781,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.5,1651327,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.55,1670105,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.6,1767324,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.65,1875573,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.7,1990484,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.75,2043611,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.8,2098155,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.85,2154155,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.9,2211649,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.95,2334766,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.975,2464735,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-07,"inc case","quantile",0.99,2601940,8 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","point",NA,1370258,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.01,686478,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.025,729849,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.05,776005,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.1,825125,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.15,875738,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.2,929499,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.25,986605,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.3,1047266,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.35,1116680,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.4,1190695,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.45,1269615,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.5,1370258,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.55,1443496,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.6,1539172,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.65,1641190,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.7,1749970,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.75,1799634,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.8,1850722,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.85,1903277,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.9,1957342,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.95,2066302,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.975,2181327,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.99,2302755,9 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","point",NA,1091920,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.01,648231,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.025,684316,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.05,722410,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.1,762624,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.15,791230,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.2,820942,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.25,851804,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.3,883860,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.35,938309,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.4,996118,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.45,1057496,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.5,1091920,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.55,1191851,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.6,1265311,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.65,1343308,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.7,1426122,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.75,1498489,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.8,1574612,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.85,1654691,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.9,1738936,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.95,1835738,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.975,1937928,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.99,2045807,10 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","point",NA,874826,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.01,582640,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.025,615074,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.05,649314,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.1,685459,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.15,703754,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.2,722538,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.25,741822,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.3,761622,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.35,799608,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.4,839501,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.45,881396,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.5,882705,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.55,971606,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.6,1020137,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.65,1071109,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.7,1124643,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.75,1207906,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.8,1297367,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.85,1393489,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.9,1496772,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.95,1580093,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.975,1668053,11 wk,A-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.99,1760908,11 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","point",NA,717911,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.01,513155,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.025,541721,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.05,571877,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.1,603712,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.15,619825,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.2,636369,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.25,653353,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.3,670792,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.35,694585,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.4,719232,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.45,744764,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.5,744764,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.55,798611,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.6,826995,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.65,856399,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.7,886861,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.75,965439,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.8,1050987,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.85,1144123,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.9,1245520,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.95,1315567,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.975,1389556,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.99,1467708,12 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","point",NA,608986,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.01,442581,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.025,467218,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.05,493227,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.1,520683,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.15,534580,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.2,548848,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.25,563497,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.3,578537,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.35,593918,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.4,609711,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.45,625925,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.5,625925,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.55,659667,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.6,677217,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.65,695238,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.7,713740,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.75,780921,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.8,854426,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.85,934850,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.9,1022844,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.95,1105366,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.975,1194653,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.99,1291269,13 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","point",NA,537242,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.01,390441,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.025,412175,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.05,435120,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.1,459342,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.15,471602,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.2,484189,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.25,497112,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.3,510380,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.35,524874,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.4,539783,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.45,555118,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.5,555118,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.55,587115,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.6,603803,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.65,620968,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.7,638624,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.75,690510,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.8,746618,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.85,807292,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.9,872905,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.95,970902,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.975,1079925,14 wk,A-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.99,1201219,14 wk,A-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","point",NA,501846,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.01,207071,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.025,232415,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.05,260889,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.1,292884,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.15,315187,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.2,339212,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.25,365094,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.3,392977,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.35,417884,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.4,444406,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.45,472648,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.5,501846,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.55,534761,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.6,568884,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.65,605232,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.7,643954,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.75,695451,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.8,751133,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.85,811346,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.9,876465,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.95,991431,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.975,1121664,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-19,"inc case","quantile",0.99,1269217,1 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","point",NA,695685,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.01,196727,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.025,230124,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.05,269227,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.1,315018,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.15,349879,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.2,388627,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.25,431700,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.3,479584,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.35,526479,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.4,578002,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.45,634612,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.5,695685,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.55,765175,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.6,840299,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.65,922864,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.7,1013615,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.75,1129345,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.8,1258365,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.85,1402209,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.9,1562590,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.95,1839292,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.975,2165175,2 wk,C-2022-02-25
"GB",2022-03-13,2022-03-26,"inc case","quantile",0.99,2549010,2 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","point",NA,1006958,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.01,200642,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.025,244352,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.05,297620,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.1,362545,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.15,414714,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.2,474420,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.25,542756,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.3,620974,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.35,699993,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.4,789100,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.45,889586,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.5,1006958,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.55,1130714,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.6,1274858,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.65,1437437,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.7,1620814,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.75,1842340,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.8,2094168,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.85,2380446,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.9,2705890,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.95,3236754,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.975,3871779,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-02,"inc case","quantile",0.99,4631406,3 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","point",NA,1491576,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.01,221553,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.025,280140,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.05,354255,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.1,448025,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.15,525635,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.2,616714,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.25,723605,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.3,849058,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.35,972177,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.4,1113156,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.45,1274585,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.5,1491576,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.55,1671100,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.6,1913476,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.65,2191017,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.7,2508830,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.75,2842296,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.8,3220187,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.85,3648434,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.9,4133765,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.95,4789470,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.975,5551028,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-09,"inc case","quantile",0.99,6435803,4 wk,C-2022-02-25
"GB",2022-03-13,2022-04-16,"inc case","point",NA,2172091,5 wk,C-2022-02-25
"GB",2022-03-13,2022-04-16,"inc case","quantile",0.01,265451,5 wk,C-2022-02-25
"GB",2022-03-13,2022-04-16,"inc case","quantile",0.025,346909,5 wk,C-2022-02-25
"GB",2022-03-13,2022-04-16,"inc case","quantile",0.05,453398,5 wk,C-2022-02-25
